4057943780,i,Cammy,128,0
3567143639,i,Cammy,143,40.62500000000001
3465499493,i,Ryu,1470,0
3389130170,i,Ken,452,240.67532467532465
1719848199,i,Ken,106,45.42857142857142
3406262387,i,Dee Jay,249,0
2056712180,i,Lily,202,101.0
3834617800,i,Lily,140,68.2051282051282
2195834636,i,Lily,151,0
3543785263,i,Lily,625,0
3352496947,i,Chun-Li,445,0
2012990744,i,Juri,289,0
1566842817,i,Luke,387,0
1181934068,i,Jamie,548,238.26086956521738
3735195084,i,Dee Jay,168,0
1309873504,i,Zangief,767,0
3014774347,i,Guile,380,0
2619221257,i,Manon,518,0
3125933361,i,Manon,808,0
3553882672,i,Manon,610,394.7058823529412
1209068503,i,Manon,323,64.60000000000001
2652889556,i,Manon,1734,0
1466303069,i,Manon,172,0
4290707967,i,Manon,109,54.5
1661528248,i,Guile,654,0
3083132007,i,Guile,715,293.5263157894737
3227595193,i,Luke,874,874.0
3193724509,i,Luke,148,0
2412265102,i,Luke,497,397.6
2113230608,i,Luke,195,111.42857142857142
1788259241,i,Luke,504,0
1991603960,i,Edmond Honda,290,145.0
2859228973,i,Jamie,387,246.27272727272728
2553957120,i,Jamie,198,0
2813652134,i,Jamie,574,0
3676126383,i,Jamie,960,0
1349157478,i,Chun-Li,643,0
3135760884,i,Zangief,288,192.0
2326647822,i,Zangief,103,60.083333333333336
2843375752,i,JP,236,0
1303981566,i,Cammy,512,196.92307692307693
1310877647,i,Cammy,612,102.0
3865256289,i,Cammy,130,0
4284166500,i,Cammy,967,350.3623188405797
3918609647,i,Cammy,387,178.6153846153846
1223924982,i,Cammy,499,0
4257436926,i,Cammy,1648,0
3865227867,i,Kimberly,194,91.89473684210526
2156334566,i,Kimberly,938,0.0
1897904555,i,Kimberly,767,0
3924521166,i,Kimberly,221,0.0
3447216616,i,Kimberly,379,47.375
1824014093,i,Kimberly,796,0
1218556938,i,Kimberly,2205,0
1388624353,i,Kimberly,286,50.47058823529412
1759153647,i,Kimberly,347,49.57142857142857
4095654492,i,Kimberly,146,54.75
3226730216,i,Kimberly,123,20.5
3514739399,i,Kimberly,168,0
3660703492,i,Kimberly,158,0
3243417623,i,Dee Jay,118,0
4167198556,i,Dee Jay,271,0
3126427244,i,Dee Jay,272,0
2553236611,i,Dee Jay,129,0
4023842954,i,Dee Jay,109,0.0
1008175771,i,Dee Jay,251,140.56
2599355628,i,Dee Jay,220,75.86206896551725
1279922043,i,Dee Jay,546,0.0
3452557950,i,Dee Jay,345,0
2492081268,i,Jamie,508,0
4170823852,i,Jamie,273,0
4001177785,i,Jamie,108,0
3543986041,i,Jamie,416,0
1299578650,i,Jamie,410,0
3748548375,i,Jamie,410,0
1083917947,i,Jamie,734,0
3637686650,i,Jamie,888,0
1879974623,i,Jamie,342,0
4202287052,i,Jamie,168,0
3483824868,i,Jamie,2699,0
2008257329,i,Jamie,130,0
2836699159,i,Jamie,413,0.0
2872103043,i,Cammy,130,0
