4157235029,p,Jamie,785,471.0
2145044598,p,Zangief,822,0
1502894466,p,Blanka,457,0
2850695847,p,Lily,728,314.03921568627453
2465917814,p,Cammy,757,411.80800000000005
2597033941,p,Manon,311,92.14814814814814
2683095164,p,Marisa,577,0
2567053251,p,Cammy,912,0
1442117049,p,Marisa,2548,1123.7131842713954
2857762236,p,Marisa,2371,1506.5729166666665
4227718189,p,Zangief,907,400.1470588235294
2667976063,p,Blanka,323,191.16326530612244
4019556893,p,Cammy,283,0
2952485251,p,Cammy,452,198.97826086956522
3719038402,p,Ryu,402,234.50000000000003
3918625829,p,Marisa,834,238.28571428571428
1983747857,p,Ken,1391,632.7292418772563
2165249953,p,Lily,882,0
3386164407,p,Zangief,1959,783.6
3114061795,p,Ken,1619,816.6008771929825
2945613550,p,JP,119,96.26966292134831
3658469028,p,Guile,401,213.86666666666667
3007231631,p,Ken,329,278.38461538461536
2836641497,p,Edmond Honda,2237,0
1569634648,p,Ken,907,453.5
2510106247,p,Jamie,2206,0
2635786881,p,Jamie,2559,0
1308753782,p,Cammy,1701,703.8620689655172
2271090489,p,Lily,201,0
3658629737,p,Manon,416,185.9217877094972
3150691875,p,Jamie,275,210.2941176470588
3648104346,p,Jamie,966,0
1315498941,p,Cammy,363,0
1483692203,p,Ryu,5637,1879.0
2803557062,p,Ryu,1655,0
3957736866,p,Ryu,498,339.5454545454545
4038247098,p,Ryu,1769,0.0
3024682808,p,Ryu,1090,0
3704143040,p,Ryu,2291,2291.0
1712405846,p,Ryu,1915,865.3790087463557
2849450890,p,Ryu,2001,844.2757475083056
4103262841,p,Ryu,2389,0
3601717365,p,Ryu,583,252.21985815602838
1974410617,p,Ken,384,0
3839996023,p,Ken,317,161.33035714285714
3933944076,p,Ken,1009,560.5555555555555
2746950235,p,Ken,547,227.69856459330143
2587003833,p,Ken,577,255.09473684210525
2196385422,p,Ken,198,155.1891891891892
1329823239,p,Ken,1620,0
3726344156,p,Jamie,4650,0
2268601568,p,Jamie,2867,872.5652173913044
2808167230,p,Jamie,3005,2303.8333333333335
2749637668,p,Jamie,1801,1100.6111111111113
3269151993,p,Jamie,842,0
2537673222,p,Jamie,750,0
3434779650,p,Jamie,527,0
3882418574,p,Jamie,759,370.54627949183305
1411609885,p,Jamie,1492,0
1889011817,p,Jamie,761,0
2414252005,p,Jamie,932,466.0
1543614577,p,Jamie,724,402.22222222222223
4108299496,p,Jamie,1755,0
4050444728,p,Zangief,831,385.8214285714286
2461595514,p,Zangief,1719,0
3770910660,p,Zangief,1621,844.2708333333334
1601632724,p,Zangief,328,0
3870073153,p,Zangief,259,0
1295840956,p,Zangief,377,188.5
1149898865,p,Zangief,131,0
4075140543,p,Zangief,810,530.0
2682201314,p,JP,2374,1187.0
2549380049,p,JP,3955,1412.5
3601040843,p,JP,171,105.95705521472392
1470782096,p,JP,423,238.81549815498155
3729675562,p,JP,253,96.8515625
3650580218,p,JP,699,0
2139466289,p,JP,491,421.7564102564102
1736247116,p,Dhalsim,2023,0
4175795433,p,Cammy,625,292.21854304635764
1811854889,p,Cammy,4861,0
1938885731,p,Lily,228,0
3831468733,p,Lily,618,0
2823908634,p,Lily,930,421.8556701030928
1906140483,p,Lily,794,366.4615384615385
1507742569,p,Lily,2392,1268.4848484848485
3085100602,p,Lily,861,533.0
1524179553,p,Lily,969,411.825
4023671268,p,Lily,2173,0
3172592137,p,Lily,514,224.875
3666951491,p,Lily,577,280.7027027027027
3232881651,p,Lily,1350,675.0
1014384943,p,Lily,1434,0.0
1240598956,p,Lily,1294,727.875
3406007855,p,Lily,879,367.95348837209303
1673992727,p,Lily,447,0.0
3541198523,p,Lily,2111,0
2915344793,p,Zangief,2658,1705.8805970149253
2418033921,p,Zangief,1321,729.2509293680297
2092927173,p,JP,1043,308.15909090909093
2514716978,p,JP,521,209.33035714285714
3171326231,p,Cammy,150,0
3558816505,p,Cammy,1166,0
1252920542,p,Cammy,1483,925.4812030075188
3205616450,p,Cammy,257,175.0122699386503
3544770465,p,Cammy,2206,1470.6666666666665
1741735601,p,Cammy,1170,560.958904109589
2222128906,p,Cammy,918,451.5967741935484
3047617867,p,Ryu,1149,631.1408450704226
4097430027,p,Ryu,1495,649.3992606284658
3299043564,p,Ryu,4293,2474.2906403940883
