3224268209,g,Lily,181,0
1509542798,g,Ryu,106,41.64285714285714
1050311711,g,Ryu,2420,792.0
4115120363,g,Lily,926,0
2933535908,g,Guile,172,118.25
2400564733,g,Ken,428,0
3853659026,g,Dhalsim,486,136.6875
1116841237,g,Marisa,925,544.1176470588235
2696337611,g,Cammy,1732,747.9090909090909
2639362655,g,Edmond Honda,1045,0
3425942059,g,Kimberly,589,287.3170731707317
3637108179,g,Ken,1702,0
2595601325,g,Rashid,2339,1061.212962962963
1714092708,g,Kimberly,369,194.75
4247714011,g,Guile,919,0.0
3184942380,g,Dee Jay,1227,1227.0
3468650531,g,Zangief,153,0
2218286037,g,Dee Jay,423,0
3277056692,g,Ryu,4156,1982.0923076923077
2151317508,g,Marisa,635,0
2342322630,g,Rashid,751,0
3991835724,g,Ken,256,129.50588235294117
3129448293,g,Luke,1062,650.475
3151252941,g,Zangief,578,235.48148148148147
4003552365,g,Dee Jay,412,0
3841743551,g,Cammy,624,340.9484536082474
3111512695,g,Cammy,916,0
1448096531,g,Manon,365,190.0257731958763
1262355971,g,Guile,1034,634.1866666666666
3945606711,g,Guile,407,203.5
2414094005,g,Luke,512,190.17142857142858
2480954062,g,Luke,976,537.5072463768116
1198449706,g,Luke,263,162.02678571428572
3549100926,g,Jamie,322,161.0
3827535076,g,Jamie,258,0
3294601982,g,Manon,1286,321.5
2374569316,g,Manon,1397,789.6086956521739
2057740841,g,Zangief,1167,544.6
3351973873,g,Zangief,591,255.31199999999998
1588162097,g,Zangief,219,0
2914743954,g,JP,473,260.15000000000003
3503741623,g,Cammy,1251,574.9937888198757
3679985490,g,Cammy,1063,774.728813559322
3866386216,g,Ryu,304,146.57142857142858
1885364718,g,Ryu,1058,488.3076923076923
2269826573,g,Ryu,1189,0
3258982410,g,Luke,622,0
3935381396,g,Luke,2161,1200.5555555555557
2033977251,g,Luke,2194,0
2109367254,g,Luke,235,0
4130260643,g,Luke,559,0
1780793813,g,Luke,977,450.92307692307696
3503985347,g,Luke,273,156.975
3012077500,g,Luke,2030,0
4282056721,g,Luke,770,0
2504945470,g,Luke,214,0
2583309397,g,Luke,599,0
2686881657,g,Luke,857,0
2745618435,g,Luke,439,0
