3217818587,d,Lily,4757,2908.5657142857144
3565661600,d,Cammy,1248,988.0
4261266101,d,Zangief,1560,751.5625
2819860711,d,Lily,3255,0
1420627281,d,Kimberly,4193,0
2985525830,d,Blanka,1713,1018.5405405405406
1303438683,d,JP,941,508.57099236641216
1310003767,d,Zangief,1207,0
1076131125,d,Guile,5467,2284.7164179104475
1956715211,d,Edmond Honda,2064,1213.2972972972973
1250799257,d,JP,783,467.34031413612564
2894274936,d,Dee Jay,1584,1108.8
2789974027,d,Dee Jay,1369,750.7419354838709
2845055258,d,Zangief,461,461.0
1253273646,d,Manon,1691,860.5088757396451
3041373057,d,Chun-Li,1462,830.1617391304347
1567646890,d,Luke,167,72.03921568627452
3058798181,d,Ryu,3359,1433.9055404178018
2467730747,d,Cammy,3664,0
1716301081,d,Cammy,1472,776.8888888888889
3503304390,d,Luke,2701,1529.274322169059
3517434793,d,Ryu,2192,1022.2432113341205
3433743560,d,Jamie,3788,3788.0
2436410537,d,Ken,2814,1307.9154929577464
3438596113,d,Edmond Honda,1656,796.7010309278351
1436580980,d,Cammy,532,410.08333333333337
3308943585,d,Cammy,690,395.79754601226995
2676523322,d,Marisa,1299,0
3805504695,d,Guile,3101,1752.7391304347825
3489659992,d,Jamie,123,0
3112726164,d,Juri,1223,723.0314465408804
3717801706,d,Guile,1210,863.0147058823529
1704305011,d,Manon,5842,2818.9968253968254
3581785487,d,Manon,1511,1005.8431952662721
3501957019,d,Ken,2575,1303.6033353186422
1588405094,d,Ken,5098,2305.3254564983886
1059683663,d,Ken,2222,1121.2553846153846
1710437841,d,Ken,3502,1682.7792207792209
3585569905,d,Ken,1308,693.6178937558249
1528641951,d,Dee Jay,835,514.046875
1282443112,d,Lily,4121,0
3637190249,d,Blanka,806,505.6157407407407
1114172626,d,Jamie,1712,870.2666666666667
3024635945,d,Ken,840,627.5581395348837
2917232659,d,Ken,2278,1077.5483061480552
3903414686,d,Guile,1369,710.6830601092896
4149474446,d,Guile,1827,0
2101219551,d,Random,3041,0
2107369926,d,Luke,1863,1113.958762886598
1073016291,d,Luke,3632,1650.41145440844
3709791743,d,Juri,3055,1480.2577319587629
2646858821,d,Juri,1378,693.956834532374
4208675858,d,Marisa,329,219.33333333333331
3164400097,d,Marisa,2820,1843.8461538461538
1426467091,d,Marisa,588,322.1917808219178
2120857854,d,Guile,1663,776.6886395511922
3951198316,d,Luke,1097,866.0526315789474
1549978430,d,Jamie,1881,988.979381443299
4200693994,d,Jamie,983,510.0972972972973
3870118623,d,Kimberly,2248,0
2704496468,d,Chun-Li,4213,2387.366666666667
2529089657,d,Manon,1074,426.97820401046204
1085989199,d,JP,568,232.9208633093525
