2480288185,b,Cammy,140,0
2135492744,b,Marisa,212,118.64220183486238
1061134813,b,Cammy,1823,0
1799783496,b,Jamie,556,0
1875836153,b,Zangief,162,0
2649269172,b,Marisa,113,0
2210251181,b,Edmond Honda,245,0
2759292057,b,Ken,1043,378.34313725490193
1031272133,b,Jamie,169,72.42857142857143
1713952621,b,Kimberly,115,74.75
2510132890,b,Juri,174,87.0
4254048243,b,Luke,238,0.0
2634620934,b,Cammy,281,143.3673469387755
3632907166,b,Juri,509,0
3209416547,b,Marisa,330,0
1921557132,b,Dee Jay,223,0
1491661036,b,Luke,193,0
4118567551,b,Ken,316,140.9189189189189
3820581303,b,Kimberly,1016,461.8181818181818
2861192861,b,Jamie,316,129.98581560283688
1533923786,b,Guile,1756,0
2894628349,b,Zangief,837,380.45454545454544
2016840804,b,Dee Jay,391,0
2478207944,b,Ken,414,99.66666666666666
3422853898,b,Ryu,160,0
2501694991,b,Blanka,2198,0
1673562274,b,Juri,128,0
2595846334,b,Juri,1331,1331.0
2018476593,b,Juri,335,47.857142857142854
1239592913,b,Juri,109,60.55555555555556
3896719818,b,Juri,105,0
4266095175,b,Juri,177,0
1077829654,b,Juri,322,124.12290502793296
1523023570,b,Juri,297,0
2828429385,b,Marisa,142,94.66666666666666
1605836204,b,Marisa,1011,449.3333333333333
1424833546,b,Ken,185,0
4253574355,b,Ken,258,0
1627876116,b,Ken,1100,0
2306845128,b,Ken,254,36.285714285714285
1624900087,b,Ken,904,0
1428798927,b,Ken,490,0
3625953919,b,Ken,432,0
3226080372,b,Ken,101,0
1362197543,b,Ken,3914,0
3968589981,b,Ken,139,139.0
3522170894,b,Ken,108,63.642857142857146
3877138473,b,Ken,197,75.76923076923077
3679017995,b,Ken,213,99.4
3105305499,b,Ken,661,0
1258088218,b,Ken,258,0
1943102982,b,Ryu,1095,0
3252204572,b,Ryu,698,0
3281691659,b,Ryu,171,0
1601873796,b,Ken,2367,0
3690833963,b,Ken,908,548.7912087912088
1307116487,b,Ken,138,0
2862514902,b,Ken,293,118.25903614457832
2862037640,b,Dee Jay,288,0
2135451267,b,Dee Jay,2404,1008.1290322580645
2618035617,b,Lily,1523,951.875
2111811211,b,Rashid,155,75.91836734693878
2927458556,b,Blanka,895,0.0
3993227647,b,Juri,180,0
2942799445,b,Juri,241,93.44897959183673
2762870334,b,Dee Jay,331,82.75
2173837275,b,Dee Jay,178,71.2
3976735865,b,Dee Jay,825,403.5326086956522
3585897913,b,Lily,277,0
1183554552,b,Lily,1598,799.0
1953848512,b,Lily,1377,0
3879094541,b,Rashid,1552,0.0
4015137698,b,Rashid,106,39.05263157894736
1319108714,b,Blanka,848,218.83870967741936
2783663153,b,Juri,209,0
2891999040,b,Juri,108,0
1397047988,b,Juri,228,0.0
1326197301,b,Dee Jay,271,0
2338476544,b,Dee Jay,236,0
2708062281,b,Dee Jay,256,0
2215104778,b,Dee Jay,459,208.63636363636363
2843522707,b,Lily,1324,0
3366897494,b,Lily,1755,0
3845486406,b,Rashid,104,52.0
3806759719,b,Rashid,1230,728.8888888888888
4080711247,b,Blanka,717,358.5
1061986805,b,Blanka,951,135.85714285714286
1109371371,b,Juri,139,0
1271243571,b,Juri,272,0
3451020140,b,Juri,305,0
1941463011,b,Marisa,107,0
1412272515,b,Zangief,471,0
3623126909,b,Zangief,202,161.60000000000002
