User ID,Master Rating,Master Rating Range,Character
3501043916,853,0-1000,Zangief
3550193741,870,0-1000,Dhalsim
2548640398,940,0-1000,Chun-Li
3283687718,995,0-1000,E. Honda
1055170400,1013,1001-1250,Marisa
3961245511,1029,1001-1250,Ken
1906409142,1042,1001-1250,Chun-Li
4006713323,1044,1001-1250,Ken
1841317730,1045,1001-1250,Jamie
2522324212,1068,1001-1250,Juri
3569749841,1072,1001-1250,Chun-Li
3864637171,1083,1001-1250,Zangief
3503246329,1089,1001-1250,E. Honda
3081246732,1094,1001-1250,Blanka
3206486019,1115,1001-1250,Blanka
3033521080,1119,1001-1250,Marisa
2381515399,1121,1001-1250,Dhalsim
3130559794,1122,1001-1250,Cammy
3605345837,1126,1001-1250,Cammy
2670671373,1129,1001-1250,Jamie
3947963582,1130,1001-1250,Jamie
3426982184,1133,1001-1250,Ken
1449599692,1133,1001-1250,Blanka
2589539294,1133,1001-1250,Manon
2704968029,1133,1001-1250,E. Honda
3265223230,1137,1001-1250,Zangief
2801273101,1139,1001-1250,Dee Jay
1719522732,1140,1001-1250,Ken
1454783665,1141,1001-1250,Dhalsim
3418649024,1142,1001-1250,Cammy
2906991086,1144,1001-1250,E. Honda
4078951662,1145,1001-1250,Guile
1241152780,1145,1001-1250,Ken
2622956525,1145,1001-1250,Dee Jay
3043766020,1146,1001-1250,JP
2191407465,1146,1001-1250,Guile
2920876307,1146,1001-1250,Zangief
3297845837,1147,1001-1250,Marisa
2353267395,1149,1001-1250,JP
3918173148,1149,1001-1250,Marisa
2571419448,1149,1001-1250,Manon
1481357978,1150,1001-1250,Ryu
2998688302,1150,1001-1250,Ken
2777421985,1151,1001-1250,Chun-Li
1816257805,1154,1001-1250,Juri
2666540498,1154,1001-1250,Dee Jay
2364330952,1157,1001-1250,Cammy
4114263678,1157,1001-1250,Ryu
1758155191,1159,1001-1250,Dee Jay
2783879695,1159,1001-1250,Luke
3273732897,1160,1001-1250,Dee Jay
3175482819,1161,1001-1250,Juri
1920443146,1162,1001-1250,Blanka
2669812201,1162,1001-1250,Juri
2885016474,1162,1001-1250,JP
3830454105,1162,1001-1250,Ken
1678934146,1162,1001-1250,Manon
2311497726,1162,1001-1250,Dhalsim
3719720896,1163,1001-1250,Luke
2090878168,1163,1001-1250,Ken
3551180799,1164,1001-1250,Marisa
1812089796,1165,1001-1250,Lily
2429787923,1166,1001-1250,JP
2459977819,1167,1001-1250,E. Honda
3713240216,1168,1001-1250,Guile
3893947421,1168,1001-1250,Marisa
2576443098,1168,1001-1250,Cammy
2972646858,1170,1001-1250,Marisa
3952195249,1170,1001-1250,Juri
4000321951,1170,1001-1250,Marisa
1681472822,1170,1001-1250,JP
2088306815,1171,1001-1250,Luke
1890733084,1171,1001-1250,Blanka
3620934236,1171,1001-1250,Marisa
2904210404,1172,1001-1250,Ken
2939117417,1173,1001-1250,Lily
1699382266,1174,1001-1250,E. Honda
2121916965,1174,1001-1250,Juri
3897998158,1174,1001-1250,Guile
1372356055,1174,1001-1250,JP
2934025092,1174,1001-1250,Rashid
3959289950,1175,1001-1250,Zangief
1518335952,1175,1001-1250,Marisa
3657739227,1176,1001-1250,Jamie
1238382817,1177,1001-1250,Ryu
3441928622,1178,1001-1250,Juri
3393441958,1178,1001-1250,Cammy
3295689167,1179,1001-1250,JP
2617168921,1179,1001-1250,Guile
3521322339,1179,1001-1250,Blanka
2230866379,1179,1001-1250,Ryu
2575615601,1179,1001-1250,JP
3737236173,1179,1001-1250,Lily
1497932281,1180,1001-1250,Kimberly
3425618077,1180,1001-1250,JP
2352746948,1180,1001-1250,Cammy
3063064350,1181,1001-1250,Marisa
4035614043,1181,1001-1250,E. Honda
3944644831,1181,1001-1250,Ryu
3699304896,1183,1001-1250,Juri
4001729255,1184,1001-1250,Dee Jay
3546915566,1184,1001-1250,Cammy
2358134042,1184,1001-1250,Dee Jay
2212050141,1184,1001-1250,Ryu
2689721532,1185,1001-1250,Manon
2249477262,1185,1001-1250,Kimberly
1913143675,1185,1001-1250,Ken
3291880726,1185,1001-1250,JP
1367872415,1186,1001-1250,Blanka
3067273159,1187,1001-1250,Ryu
3163708248,1187,1001-1250,Dee Jay
4294477450,1187,1001-1250,Ken
3536991329,1188,1001-1250,Guile
1492316726,1189,1001-1250,JP
2790995909,1189,1001-1250,Manon
4010518495,1189,1001-1250,Luke
2314522908,1189,1001-1250,Juri
3548005489,1190,1001-1250,Juri
2885853140,1190,1001-1250,E. Honda
2292267495,1191,1001-1250,Zangief
4054109647,1192,1001-1250,Ryu
1945107221,1192,1001-1250,Ken
3803310983,1193,1001-1250,Juri
2539899731,1193,1001-1250,Juri
2509891361,1193,1001-1250,JP
3454452243,1194,1001-1250,JP
3601024943,1194,1001-1250,Manon
1779366143,1195,1001-1250,Jamie
3553731311,1195,1001-1250,Manon
2239021745,1195,1001-1250,Kimberly
4165369448,1197,1001-1250,Chun-Li
1282492771,1197,1001-1250,Jamie
2394028312,1198,1001-1250,Guile
2467497494,1199,1001-1250,Ken
3059751580,1199,1001-1250,Ken
1307952346,1199,1001-1250,JP
3891065367,1199,1001-1250,Dee Jay
3810414874,1200,1001-1250,Ken
3064949201,1200,1001-1250,Juri
3303466407,1200,1001-1250,Cammy
1470184461,1200,1001-1250,Manon
2597341604,1200,1001-1250,JP
3185477668,1201,1001-1250,Luke
3494668341,1201,1001-1250,Marisa
2791234630,1201,1001-1250,Dee Jay
1941598300,1201,1001-1250,Manon
2462220554,1202,1001-1250,Marisa
1723801639,1202,1001-1250,Marisa
3685851697,1202,1001-1250,Manon
2916243066,1202,1001-1250,Luke
2193632330,1202,1001-1250,Ryu
2032101835,1202,1001-1250,Jamie
2877077741,1203,1001-1250,Marisa
1414291073,1203,1001-1250,Ken
3165788314,1203,1001-1250,Ryu
1765454971,1203,1001-1250,Chun-Li
3146157106,1203,1001-1250,JP
2922801618,1203,1001-1250,Jamie
3570889381,1203,1001-1250,Lily
1403205124,1203,1001-1250,Guile
2567070810,1203,1001-1250,JP
2455980626,1204,1001-1250,Zangief
3484261732,1204,1001-1250,E. Honda
3535575500,1204,1001-1250,Dhalsim
2153904473,1204,1001-1250,Ken
1986581255,1204,1001-1250,Lily
3385204448,1204,1001-1250,Juri
3411726944,1204,1001-1250,Kimberly
1308986554,1205,1001-1250,Juri
3340314892,1205,1001-1250,JP
3192492655,1205,1001-1250,Ken
4147061828,1205,1001-1250,Luke
2418744712,1205,1001-1250,Zangief
1517662458,1205,1001-1250,Jamie
2470410855,1206,1001-1250,Zangief
3498775505,1206,1001-1250,Juri
1812311476,1206,1001-1250,Dee Jay
3019893938,1206,1001-1250,Cammy
3678552506,1206,1001-1250,JP
3869785630,1206,1001-1250,Marisa
2901111635,1206,1001-1250,Marisa
3946746761,1206,1001-1250,E. Honda
3220215199,1206,1001-1250,Kimberly
2998056469,1206,1001-1250,Zangief
3610553118,1207,1001-1250,Ken
4285105866,1207,1001-1250,Guile
3739266249,1207,1001-1250,Ken
1297541898,1207,1001-1250,E. Honda
3054680326,1207,1001-1250,Dee Jay
1792932594,1208,1001-1250,JP
2286660521,1208,1001-1250,Ken
3048668899,1208,1001-1250,Ken
2969799394,1209,1001-1250,Jamie
2044641651,1209,1001-1250,Manon
3178637849,1209,1001-1250,Juri
3412395079,1209,1001-1250,Ken
1298435162,1209,1001-1250,Ken
2152608138,1209,1001-1250,Lily
2064271291,1209,1001-1250,E. Honda
1491293516,1210,1001-1250,Luke
1457909321,1210,1001-1250,E. Honda
2865893176,1210,1001-1250,Juri
2215289436,1210,1001-1250,Luke
4122783788,1210,1001-1250,E. Honda
1721937073,1211,1001-1250,JP
2628714803,1211,1001-1250,Juri
2622576526,1211,1001-1250,Jamie
1777375917,1211,1001-1250,Manon
4204006498,1211,1001-1250,Cammy
1122432881,1212,1001-1250,Manon
1956188598,1212,1001-1250,Luke
1943959441,1212,1001-1250,Dhalsim
3124847357,1213,1001-1250,JP
1310378315,1213,1001-1250,Guile
3672120716,1213,1001-1250,Cammy
1606045187,1213,1001-1250,Dee Jay
2816254112,1213,1001-1250,Blanka
4287322473,1213,1001-1250,Luke
2545349277,1213,1001-1250,Ken
1003473707,1214,1001-1250,Zangief
2096169715,1214,1001-1250,Marisa
2517034938,1215,1001-1250,Ryu
2822501212,1215,1001-1250,Ryu
4132671507,1215,1001-1250,Dee Jay
3299145822,1216,1001-1250,Marisa
2960399788,1216,1001-1250,Juri
1611300542,1216,1001-1250,JP
4131683510,1216,1001-1250,Ken
1808350209,1216,1001-1250,Ken
4059587680,1216,1001-1250,Guile
1784558604,1217,1001-1250,Ken
3847314044,1217,1001-1250,Lily
2534664696,1217,1001-1250,Dee Jay
3943910155,1217,1001-1250,Kimberly
3947502332,1217,1001-1250,Lily
3192909586,1218,1001-1250,Blanka
3605093342,1218,1001-1250,Luke
3337892204,1218,1001-1250,Kimberly
2673106811,1218,1001-1250,JP
2509739914,1218,1001-1250,Dee Jay
1922137353,1218,1001-1250,Manon
2505647408,1218,1001-1250,Zangief
1174871769,1218,1001-1250,Dee Jay
1094181963,1218,1001-1250,Ken
3128847019,1218,1001-1250,Jamie
1169744804,1219,1001-1250,Cammy
2792577863,1219,1001-1250,Ken
3390753998,1219,1001-1250,Dhalsim
1905331053,1219,1001-1250,Ken
3583844106,1219,1001-1250,Ryu
1085637963,1219,1001-1250,Cammy
2938761388,1220,1001-1250,JP
1077186939,1220,1001-1250,Guile
2960435829,1220,1001-1250,Lily
3995909326,1220,1001-1250,Ken
1392165258,1220,1001-1250,JP
2471942816,1220,1001-1250,Ken
3401949232,1220,1001-1250,JP
2536380391,1220,1001-1250,Zangief
2511295801,1220,1001-1250,Zangief
2444899621,1221,1001-1250,Ryu
2898123290,1221,1001-1250,Ryu
2617597341,1221,1001-1250,Zangief
3429694204,1221,1001-1250,Dee Jay
2139325590,1221,1001-1250,Kimberly
2758907470,1221,1001-1250,Zangief
3502719952,1222,1001-1250,Ken
1499612440,1222,1001-1250,E. Honda
1727552412,1222,1001-1250,Manon
3008903631,1223,1001-1250,Juri
2897375106,1223,1001-1250,Dee Jay
2544427838,1223,1001-1250,Juri
2604252664,1223,1001-1250,Kimberly
2187549744,1223,1001-1250,Blanka
1127189157,1223,1001-1250,Manon
1511275510,1223,1001-1250,Guile
2690752913,1223,1001-1250,Ryu
1858647751,1224,1001-1250,Ryu
3126080226,1225,1001-1250,Juri
2930528513,1225,1001-1250,Lily
3262090643,1225,1001-1250,Luke
1511083170,1225,1001-1250,Marisa
2824711651,1225,1001-1250,Juri
1190064157,1225,1001-1250,Blanka
1821020950,1226,1001-1250,Luke
3243906722,1226,1001-1250,Blanka
2264932687,1226,1001-1250,Manon
1364622454,1226,1001-1250,Zangief
1026067935,1226,1001-1250,Marisa
4097578710,1226,1001-1250,Luke
2174779727,1226,1001-1250,Dee Jay
3169281747,1226,1001-1250,Chun-Li
3942904781,1226,1001-1250,Zangief
2167540365,1226,1001-1250,Cammy
2943977353,1226,1001-1250,Dee Jay
2026907716,1226,1001-1250,Cammy
4066980422,1227,1001-1250,JP
1687242948,1227,1001-1250,Ryu
2602812211,1227,1001-1250,Blanka
2100938129,1227,1001-1250,Zangief
3199128395,1227,1001-1250,Kimberly
3001653853,1227,1001-1250,JP
3707084233,1227,1001-1250,Luke
4103230535,1228,1001-1250,Cammy
1566567806,1228,1001-1250,Marisa
1628839777,1228,1001-1250,Cammy
1150960388,1228,1001-1250,Jamie
3657377713,1229,1001-1250,Luke
3478564753,1229,1001-1250,E. Honda
1592508135,1229,1001-1250,Juri
3652628952,1229,1001-1250,Dee Jay
1800143799,1229,1001-1250,Juri
1856984544,1229,1001-1250,Dhalsim
1677370768,1230,1001-1250,Guile
4007270516,1230,1001-1250,Jamie
4150345668,1230,1001-1250,Kimberly
3392587485,1230,1001-1250,Luke
2496082350,1230,1001-1250,Ken
2827250518,1230,1001-1250,Marisa
2219926923,1230,1001-1250,Manon
4175703007,1231,1001-1250,Manon
1025684854,1231,1001-1250,Manon
1612415369,1231,1001-1250,Dhalsim
1510627111,1232,1001-1250,E. Honda
2381774652,1232,1001-1250,Zangief
3639851192,1233,1001-1250,Juri
2254178150,1233,1001-1250,E. Honda
3654988236,1233,1001-1250,Ryu
1773351417,1233,1001-1250,Ken
1503510764,1233,1001-1250,Manon
2786320631,1234,1001-1250,Lily
3356547104,1234,1001-1250,Marisa
1364501098,1234,1001-1250,Rashid
3088153658,1234,1001-1250,Lily
4279015516,1234,1001-1250,Ryu
1393081753,1234,1001-1250,Marisa
3077190615,1234,1001-1250,Manon
1411803375,1234,1001-1250,Ryu
2899075342,1234,1001-1250,Luke
1015698372,1234,1001-1250,Zangief
2421722494,1235,1001-1250,Dee Jay
2089541733,1235,1001-1250,Zangief
2652082870,1235,1001-1250,Juri
3830373491,1235,1001-1250,Ken
3112509914,1236,1001-1250,Ken
2263831667,1236,1001-1250,Blanka
2680788391,1236,1001-1250,Ken
1929936026,1236,1001-1250,Chun-Li
4186563101,1236,1001-1250,Zangief
1997077085,1236,1001-1250,Ken
1939009989,1236,1001-1250,Dee Jay
3689842750,1236,1001-1250,JP
2585433346,1236,1001-1250,Guile
2469588394,1236,1001-1250,Luke
2975213012,1236,1001-1250,Dee Jay
2677795888,1237,1001-1250,Ryu
3341510186,1237,1001-1250,Marisa
1890785104,1237,1001-1250,Zangief
3057680029,1237,1001-1250,Dee Jay
1633115875,1237,1001-1250,Zangief
2556455293,1238,1001-1250,Dee Jay
4118352390,1238,1001-1250,Ken
1540387334,1238,1001-1250,Ken
3260977064,1238,1001-1250,JP
3506821499,1238,1001-1250,Ryu
1965249613,1238,1001-1250,Cammy
3331326460,1238,1001-1250,Ken
2163650539,1239,1001-1250,JP
2518561619,1239,1001-1250,Ryu
3452334252,1239,1001-1250,Manon
3189065661,1239,1001-1250,Dhalsim
3060591225,1239,1001-1250,Juri
1716481231,1239,1001-1250,Ken
2317857093,1239,1001-1250,Lily
4234574471,1239,1001-1250,Jamie
3103957506,1239,1001-1250,Ken
2207811243,1240,1001-1250,E. Honda
3976721377,1240,1001-1250,Ken
3312073696,1240,1001-1250,Zangief
3796043955,1240,1001-1250,Ken
3479592672,1240,1001-1250,Jamie
1083377384,1240,1001-1250,Ken
3828613691,1240,1001-1250,Ryu
2176940410,1240,1001-1250,Juri
2387830828,1240,1001-1250,Ken
3457219753,1240,1001-1250,Manon
1034274763,1241,1001-1250,Lily
1594746134,1241,1001-1250,Zangief
2962475625,1241,1001-1250,E. Honda
3958064075,1241,1001-1250,JP
2464478415,1241,1001-1250,Dee Jay
2913954585,1241,1001-1250,Dee Jay
1467959929,1241,1001-1250,Luke
1938875987,1241,1001-1250,Dhalsim
1965621666,1241,1001-1250,Ryu
1386726705,1242,1001-1250,Chun-Li
1372027686,1242,1001-1250,Kimberly
1448555696,1242,1001-1250,JP
1313445896,1242,1001-1250,Dhalsim
3410337223,1242,1001-1250,Cammy
3811725779,1242,1001-1250,Juri
1626157981,1242,1001-1250,Guile
2735317111,1242,1001-1250,Dhalsim
3489133646,1243,1001-1250,Zangief
3550271834,1243,1001-1250,Guile
3485515998,1243,1001-1250,Luke
1456260896,1243,1001-1250,Marisa
2339651872,1243,1001-1250,Ryu
2334286460,1243,1001-1250,Ken
3939552533,1243,1001-1250,Blanka
3740390541,1243,1001-1250,E. Honda
2899464862,1243,1001-1250,JP
3947638457,1244,1001-1250,Chun-Li
2358060244,1244,1001-1250,Ken
3256289151,1244,1001-1250,Cammy
2074323921,1244,1001-1250,Marisa
1588962778,1244,1001-1250,JP
4148053063,1244,1001-1250,Ken
1901348891,1244,1001-1250,Blanka
3620497780,1244,1001-1250,JP
3287842721,1244,1001-1250,Ken
3307235477,1244,1001-1250,Dhalsim
3000459499,1244,1001-1250,Manon
3657828433,1245,1001-1250,Dee Jay
1827158931,1245,1001-1250,Dee Jay
2751001766,1245,1001-1250,Juri
2072344293,1246,1001-1250,Manon
1065947510,1246,1001-1250,JP
1267683640,1246,1001-1250,E. Honda
3184841015,1247,1001-1250,Zangief
2559189869,1247,1001-1250,Manon
4203283035,1247,1001-1250,Dee Jay
3361057616,1247,1001-1250,JP
1591720769,1247,1001-1250,Zangief
2005577347,1248,1001-1250,Zangief
3505753316,1248,1001-1250,Ryu
3588522376,1248,1001-1250,Marisa
3010759429,1248,1001-1250,Chun-Li
3486863852,1248,1001-1250,Ryu
3190094178,1248,1001-1250,Ryu
3611562835,1248,1001-1250,Ken
2264055101,1248,1001-1250,Ken
3408481613,1248,1001-1250,Rashid
1702298471,1249,1001-1250,Luke
2411841520,1249,1001-1250,Luke
3349055193,1249,1001-1250,JP
2199951493,1249,1001-1250,Marisa
1095640291,1249,1001-1250,Zangief
1200768935,1249,1001-1250,Zangief
3648145421,1249,1001-1250,Dee Jay
1081017798,1249,1001-1250,E. Honda
2875696479,1249,1001-1250,Manon
1811553849,1249,1001-1250,Zangief
4196043005,1250,1001-1250,Zangief
3801368016,1250,1001-1250,Marisa
2443879688,1250,1001-1250,Marisa
1098322227,1250,1001-1250,E. Honda
1139259886,1250,1001-1250,Rashid
2566288513,1250,1001-1250,Ken
1556033889,1250,1001-1250,Luke
1267793006,1250,1001-1250,Dhalsim
4138225702,1250,1001-1250,Lily
3217508783,1250,1001-1250,Zangief
3955418401,1250,1001-1250,Juri
1673100527,1251,1251-1500,Jamie
1470501186,1251,1251-1500,E. Honda
4263412860,1251,1251-1500,Ryu
2320905150,1251,1251-1500,Luke
2872407706,1252,1251-1500,Dhalsim
2122709673,1252,1251-1500,Blanka
2112137003,1252,1251-1500,Manon
3354444713,1252,1251-1500,Juri
3651537371,1252,1251-1500,Luke
4267184774,1252,1251-1500,Cammy
1199823845,1252,1251-1500,JP
2892855908,1252,1251-1500,Juri
3156411543,1252,1251-1500,Guile
1198911098,1252,1251-1500,Juri
2287874273,1252,1251-1500,Ryu
4014309351,1252,1251-1500,Luke
3344968756,1252,1251-1500,Juri
3762578001,1252,1251-1500,E. Honda
1373288490,1252,1251-1500,Marisa
2097680628,1252,1251-1500,Manon
3933395081,1252,1251-1500,Manon
1495284353,1253,1251-1500,Ken
1665562817,1253,1251-1500,Rashid
3290198724,1253,1251-1500,Ryu
3959197598,1253,1251-1500,Manon
2466814124,1253,1251-1500,Guile
3963317019,1254,1251-1500,Kimberly
1487520689,1254,1251-1500,Ryu
3337916341,1254,1251-1500,Chun-Li
2434355253,1254,1251-1500,Ryu
3855561120,1254,1251-1500,Kimberly
4052097202,1254,1251-1500,Marisa
2618469354,1254,1251-1500,Jamie
3483328901,1254,1251-1500,Ken
3404824681,1254,1251-1500,Ryu
2567806399,1255,1251-1500,Marisa
1700115478,1255,1251-1500,Kimberly
1725234439,1255,1251-1500,JP
1451795605,1255,1251-1500,Ken
2886160348,1255,1251-1500,Dee Jay
3142007454,1255,1251-1500,Blanka
2799764066,1255,1251-1500,Luke
3508805794,1255,1251-1500,Juri
2191057454,1255,1251-1500,Jamie
1633779387,1255,1251-1500,E. Honda
3973520066,1255,1251-1500,Ryu
3280997221,1256,1251-1500,Luke
3379799561,1256,1251-1500,Luke
2315513537,1256,1251-1500,Juri
1462941144,1256,1251-1500,Ryu
2045180602,1256,1251-1500,JP
3448837346,1256,1251-1500,Jamie
1698586575,1256,1251-1500,E. Honda
4278276130,1256,1251-1500,Marisa
3301031947,1256,1251-1500,JP
1790055741,1256,1251-1500,Guile
3171355394,1256,1251-1500,Manon
1733013016,1256,1251-1500,Juri
2029165340,1256,1251-1500,Ken
2448834748,1256,1251-1500,Cammy
3107592459,1257,1251-1500,Luke
2664442342,1257,1251-1500,Dee Jay
4118943609,1257,1251-1500,Guile
3619296790,1257,1251-1500,Juri
1136909491,1257,1251-1500,Marisa
2726595103,1257,1251-1500,Guile
3703458927,1257,1251-1500,Ken
3730161457,1257,1251-1500,Rashid
3657614893,1257,1251-1500,Marisa
1773490817,1258,1251-1500,Ken
2699056628,1258,1251-1500,Marisa
1961719257,1258,1251-1500,Ken
4137318650,1258,1251-1500,Marisa
2278917372,1258,1251-1500,Guile
3814151961,1258,1251-1500,Chun-Li
2561473154,1258,1251-1500,Ken
3560276663,1258,1251-1500,Juri
3605019581,1258,1251-1500,Cammy
3988049561,1258,1251-1500,Dhalsim
1334201677,1258,1251-1500,Ken
2699414764,1258,1251-1500,Luke
3758939831,1258,1251-1500,Jamie
2938451765,1258,1251-1500,Juri
3949019267,1258,1251-1500,Marisa
4152182820,1258,1251-1500,Ken
1803143422,1258,1251-1500,Ryu
3524476534,1259,1251-1500,Chun-Li
2425391137,1259,1251-1500,Rashid
3814871332,1259,1251-1500,Manon
3472739065,1259,1251-1500,Blanka
2592056072,1259,1251-1500,Jamie
1004989823,1259,1251-1500,Cammy
3721430205,1259,1251-1500,Jamie
3077446770,1259,1251-1500,Zangief
3765353759,1259,1251-1500,Cammy
3147823973,1259,1251-1500,Juri
2828249345,1259,1251-1500,Dee Jay
2988857335,1259,1251-1500,Dee Jay
3801615347,1260,1251-1500,Manon
3158863625,1260,1251-1500,Marisa
3299844916,1260,1251-1500,Kimberly
2456320951,1260,1251-1500,Juri
1667825946,1260,1251-1500,Manon
3660046224,1260,1251-1500,Dee Jay
2271135984,1260,1251-1500,Kimberly
2995981988,1260,1251-1500,Manon
3115820981,1260,1251-1500,Guile
4035725664,1260,1251-1500,Ken
4141010335,1260,1251-1500,JP
2172329674,1260,1251-1500,Cammy
2514179743,1260,1251-1500,Ken
3165749346,1261,1251-1500,Manon
1076824007,1261,1251-1500,Chun-Li
1603319449,1261,1251-1500,Zangief
1990836313,1261,1251-1500,JP
1339397274,1262,1251-1500,Ryu
1966102134,1262,1251-1500,Luke
1148469270,1262,1251-1500,Marisa
3214500035,1262,1251-1500,Ken
4154029775,1262,1251-1500,Ryu
1619629962,1262,1251-1500,Kimberly
1226742990,1262,1251-1500,Ken
3920719862,1262,1251-1500,Manon
3404897121,1262,1251-1500,Ken
1909405649,1262,1251-1500,Juri
1840104707,1263,1251-1500,Chun-Li
3689435717,1263,1251-1500,Dee Jay
1980437345,1263,1251-1500,Rashid
3410779210,1263,1251-1500,Luke
3067874059,1263,1251-1500,Ken
3888416015,1263,1251-1500,Luke
1046913503,1263,1251-1500,Guile
3836783305,1263,1251-1500,Luke
1882097218,1263,1251-1500,Ken
3562847509,1263,1251-1500,Dee Jay
3030727974,1263,1251-1500,Ken
2672295452,1263,1251-1500,Ken
1460651410,1263,1251-1500,Cammy
2028478121,1263,1251-1500,Kimberly
1201180534,1263,1251-1500,Zangief
3744304439,1263,1251-1500,Juri
1473921058,1263,1251-1500,Ken
1048099736,1263,1251-1500,Marisa
2814892215,1264,1251-1500,Zangief
2060992724,1264,1251-1500,Ken
1621055633,1264,1251-1500,Ryu
1398109625,1264,1251-1500,Ken
1071805470,1264,1251-1500,Manon
4048471590,1264,1251-1500,Dhalsim
2403388011,1264,1251-1500,JP
4190854750,1264,1251-1500,Zangief
2218096030,1264,1251-1500,Kimberly
2125459187,1264,1251-1500,Ken
4050718212,1264,1251-1500,Dee Jay
1919169065,1264,1251-1500,JP
2725940179,1264,1251-1500,Ken
3927075739,1264,1251-1500,Dee Jay
2415735564,1264,1251-1500,Luke
3923963210,1264,1251-1500,Ryu
1020449205,1264,1251-1500,Marisa
3576481490,1264,1251-1500,Zangief
3324590374,1264,1251-1500,Marisa
3360269988,1264,1251-1500,Jamie
1279502748,1265,1251-1500,Zangief
2351588961,1265,1251-1500,Marisa
3661578123,1265,1251-1500,Kimberly
1374360129,1265,1251-1500,Ken
2220114550,1265,1251-1500,Ken
1070088286,1265,1251-1500,Zangief
2586874178,1265,1251-1500,Cammy
1671570605,1265,1251-1500,Luke
3826220381,1265,1251-1500,Juri
3718014185,1265,1251-1500,Juri
3379106509,1265,1251-1500,Chun-Li
2481783584,1265,1251-1500,JP
1651456472,1265,1251-1500,Dhalsim
1613492004,1265,1251-1500,Ken
2710599629,1265,1251-1500,Blanka
2281425589,1265,1251-1500,Zangief
2334408790,1265,1251-1500,Blanka
3903509662,1266,1251-1500,Ken
2768092776,1266,1251-1500,Ken
2732743426,1266,1251-1500,Manon
3720748376,1266,1251-1500,Jamie
1420722067,1266,1251-1500,Ken
2138988873,1266,1251-1500,Marisa
1527091402,1266,1251-1500,Cammy
2233185420,1266,1251-1500,Dee Jay
2343501678,1266,1251-1500,Zangief
2120227830,1266,1251-1500,Juri
3731292754,1266,1251-1500,Zangief
2999718928,1266,1251-1500,Luke
3743790862,1266,1251-1500,Kimberly
3344814162,1266,1251-1500,Jamie
3739688745,1266,1251-1500,Jamie
2104596713,1267,1251-1500,Dee Jay
1366784702,1267,1251-1500,Chun-Li
3473562041,1267,1251-1500,Ken
3198987475,1267,1251-1500,Juri
3731243449,1267,1251-1500,Zangief
1906148480,1267,1251-1500,Cammy
1159312899,1267,1251-1500,JP
1091712004,1267,1251-1500,Ken
3824856370,1268,1251-1500,Jamie
1883180246,1268,1251-1500,Juri
1455087469,1268,1251-1500,Zangief
1628005197,1268,1251-1500,Cammy
4026712167,1268,1251-1500,Manon
2598243307,1268,1251-1500,Marisa
2409821580,1268,1251-1500,JP
4013372770,1268,1251-1500,Jamie
3682887998,1268,1251-1500,Zangief
3624829587,1268,1251-1500,Zangief
2764725535,1268,1251-1500,Marisa
2363847843,1268,1251-1500,Dee Jay
1479699020,1268,1251-1500,Ryu
2341777772,1268,1251-1500,Manon
2718256339,1269,1251-1500,Kimberly
1442241702,1269,1251-1500,Luke
3027535897,1269,1251-1500,Kimberly
3951972510,1269,1251-1500,Rashid
3665132455,1269,1251-1500,Luke
1511236451,1269,1251-1500,Ryu
2128057104,1269,1251-1500,Ken
2684510224,1269,1251-1500,Dee Jay
3600941763,1269,1251-1500,Dee Jay
4121247657,1269,1251-1500,JP
1281940440,1269,1251-1500,Jamie
3794433295,1269,1251-1500,JP
3911691210,1270,1251-1500,Jamie
2041317589,1270,1251-1500,Cammy
2105156544,1270,1251-1500,Zangief
3082164208,1270,1251-1500,E. Honda
2493296497,1270,1251-1500,Ken
1628376712,1270,1251-1500,Zangief
1806171059,1270,1251-1500,Chun-Li
3029912119,1270,1251-1500,Cammy
2375536685,1270,1251-1500,Ken
3234210497,1270,1251-1500,Juri
2597759663,1270,1251-1500,Zangief
2346001426,1270,1251-1500,Ryu
2996788746,1270,1251-1500,Marisa
2101931139,1270,1251-1500,Manon
1210171387,1270,1251-1500,Cammy
1676770701,1271,1251-1500,Marisa
2297332752,1271,1251-1500,Kimberly
2990307382,1271,1251-1500,Kimberly
1019055010,1271,1251-1500,Ryu
2540174185,1271,1251-1500,Dee Jay
2102233487,1271,1251-1500,Ken
2716381478,1271,1251-1500,Rashid
2023575799,1271,1251-1500,E. Honda
2273842693,1271,1251-1500,Ken
3513898743,1271,1251-1500,Dee Jay
2827394303,1272,1251-1500,Ken
2290437506,1272,1251-1500,Luke
3950593641,1272,1251-1500,Dee Jay
1847317355,1272,1251-1500,Ryu
2061978532,1272,1251-1500,Manon
3527188581,1272,1251-1500,Manon
3162389712,1272,1251-1500,Ken
1714836590,1272,1251-1500,Juri
3144539683,1272,1251-1500,Luke
2971717439,1272,1251-1500,Ryu
3951503960,1272,1251-1500,Dee Jay
4099009462,1272,1251-1500,Luke
1590340072,1272,1251-1500,Dee Jay
1423749068,1272,1251-1500,Manon
1013909302,1272,1251-1500,Dee Jay
2614892185,1272,1251-1500,Ken
1762415306,1272,1251-1500,Ryu
1236803732,1272,1251-1500,Marisa
1446022851,1272,1251-1500,Guile
1405059453,1273,1251-1500,Ken
1776850592,1273,1251-1500,JP
3800092843,1273,1251-1500,Jamie
1671554961,1273,1251-1500,Kimberly
3025018482,1273,1251-1500,Guile
4052340387,1273,1251-1500,Guile
1817919534,1273,1251-1500,Chun-Li
